n_trajectories,time_seconds
1,0.04272890090942383
11,0.23191213607788086
21,0.24721097946166992
31,0.29558491706848145
41,0.30809807777404785
51,0.32507801055908203
61,0.3787078857421875
71,0.4696660041809082
81,0.4807438850402832
91,0.5373809337615967
101,0.5880749225616455
