n_trajectories,time_seconds
1,0.00491786003112793
11,0.02323603630065918
21,0.04136395454406738
31,0.06200695037841797
41,0.08060503005981445
51,0.10173702239990234
61,0.11899495124816895
71,0.1405029296875
81,0.15976810455322266
91,0.18183398246765137
101,0.1987171173095703
