n_trajectories,time_seconds
1,0.10933685302734375
11,0.10921692848205566
21,0.10953450202941895
31,0.1095883846282959
41,0.10964059829711914
51,0.10948634147644043
61,0.1094827651977539
71,0.10980105400085449
81,0.10958194732666016
91,0.10984134674072266
101,0.10985398292541504
