n_trajectories,time_seconds
1,12.237643003463745
11,12.128371953964233
21,12.165127992630005
31,12.507251977920532
41,12.790134906768799
51,12.640140771865845
61,13.123802900314331
71,12.822665929794312
81,13.19516396522522
91,13.076774835586548
101,13.528779029846191
